ID,angle
0,43.56392320986185
1,50.10435742996243
2,
3,
4,30.61629871122318
5,32.3005095056754
6,18.12469546559953
7,
8,81.07883594662883
9,127.22217271005792
10,155.15289071824205
11,254.551371435405
12,347.88313848906176
13,
14,334.8628675420121
15,
16,
17,
18,
19,326.7483704110748
20,44.425537882295146
21,42.95243082058523
22,42.79692411493419
23,42.748285550308736
24,33.98788298358116
25,29.777050973045135
26,26.906617542740534
27,24.84916084890683
28,32.5878368826002
29,72.02588644180955
30,162.17327876696294
31,249.72212464583725
32,332.75895123310795
33,344.6571344177062
34,337.85728784552117
35,
36,324.45209943630823
37,328.5902211858116
38,307.77634242194387
39,319.3915361323969
40,52.739962271427764
41,48.29902127185788
42,46.668038367123216
43,44.12771269070028
44,38.93871955171378
45,37.345357810168295
46,30.469492987838812
47,26.06651625296179
48,46.42624074812525
49,100.18308868666702
50,158.69156070927855
51,272.37897453154847
52,264.7653395936237
53,347.2960274533403
54,336.01230861926877
55,323.8483047877519
56,324.9246606065602
57,322.1279210060217
58,312.715212940521
59,309.63855941329797
60,54.07760367300118
61,52.54290445753281
62,48.773324896006635
63,45.87167741091777
64,42.74218335694689
65,39.324029943372814
66,30.06730889391949
67,25.654530320793757
68,34.20481584965478
69,90.0780775095075
70,171.2408310113931
71,271.15851887945206
72,257.1144409246782
73,305.92114195566853
74,329.2515110179379
75,318.6900393592208
76,329.00839996748243
77,315.84932843299805
78,317.11034895154404
79,313.4111997441421
80,65.36661425427904
81,57.314823356459186
82,51.702487040734795
83,50.77945240840654
84,44.28329274318388
85,39.419995176051394
86,35.60182253882606
87,26.21307251255115
88,32.63933145004899
89,97.80088628944983
90,158.0211571250152
91,218.59366881605126
92,287.097493725655
93,323.8120670843745
94,327.0862796346667
95,320.1639541880064
96,317.29191824547775
97,326.25517292528195
98,314.29528512343046
99,
100,64.56531200112235
101,61.263265052143936
102,58.2187175696463
103,57.336479861957784
104,58.58411863198839
105,47.13276722709765
106,37.14791067387257
107,30.218739076263542
108,31.506142030693983
109,96.13931553887636
110,172.92617824072616
111,248.17345421422766
112,265.90058856087813
113,312.19124573054313
114,322.7303948954191
115,319.21840087477585
116,310.805156751297
117,
118,
119,
120,64.81611840899633
121,64.96312203155934
122,56.368584271405496
123,56.74264349065066
124,56.85858650150825
125,54.43408189739033
126,48.631616283612324
127,43.452110374913296
128,42.98613860596714
129,87.17303402378433
130,155.22191767577436
131,236.98821458793225
132,266.27119066190323
133,305.72379558628603
134,317.35889889992774
135,308.5038717670146
136,307.354661980323
137,295.35710109847196
138,
139,
140,72.00511606943259
141,66.99583045165254
142,79.63240567546208
143,66.3810360941099
144,61.96386288378903
145,58.48789314372652
146,54.1442171843734
147,46.648131721633575
148,55.336154947768954
149,127.14036715544812
150,182.81369303382604
151,230.71176562869806
152,245.39399663157795
153,296.93805974831474
154,310.385872624902
155,305.5152900335647
156,297.5412233920427
157,
158,
159,272.97159036696115
160,77.06039804085111
161,68.2687628056929
162,
163,70.77835237376435
164,70.30010909888617
165,64.85696866629974
166,65.76680496775967
167,61.36796680657139
168,91.04218414669381
169,156.835164608329
170,191.7173165200738
171,212.73223660399088
172,225.1539300864271
173,259.4501934903032
174,299.00993885837795
175,290.72436148475987
176,286.3578255337458
177,281.023412529448
178,292.7552302185669
179,280.5458353794179
180,77.53774993431881
181,
182,99.06244325264392
183,85.23848595364971
184,81.08455600371563
185,83.07033529943423
186,81.93966482826657
187,81.6331749559189
188,126.69348080947638
189,176.62734655844562
190,189.3371925229677
191,193.4903806959233
192,209.18552363800194
193,235.55474737161373
194,267.4702436164999
195,284.83915285696713
196,279.9037193595712
197,280.67721654085346
198,
199,272.67198695503697
200,91.82981158204171
201,87.75532973131118
202,93.0852019256269
203,83.01758361949986
204,86.03998942535704
205,88.49950035369848
206,88.71027641209385
207,89.4365893503735
208,133.6733980251314
209,177.84400961431626
210,190.57219425831855
211,195.65858817901298
212,211.7257992251002
213,230.13018251207072
214,253.10130491690134
215,262.8876086150293
216,270.3168896724262
217,270.0860796378263
218,
219,274.23394551191586
220,97.69372933381857
221,97.77751996933397
222,91.7529552144572
223,92.36129551187292
224,99.12907257385577
225,94.44904441918368
226,97.11584941773835
227,96.6755387875581
228,148.92196988117016
229,185.64780983106908
230,201.08194972580918
231,196.32721059271336
232,213.13287798691542
233,225.89576144840993
234,250.142331629038
235,255.7936855388206
236,258.7861340014535
237,261.508170644325
238,251.22024318843864
239,
240,96.22191523901354
241,104.32135150133217
242,96.49696854420438
243,102.5316219832282
244,106.57475748546362
245,106.81562364543728
246,102.12728623897205
247,108.58216430492479
248,156.4096827452875
249,186.0933211805901
250,196.49997399647563
251,212.53920574716616
252,206.80147900216275
253,230.72866141728494
254,254.54715821236263
255,249.29789001408312
256,255.13541043631827
257,254.49971125066114
258,263.30524571329966
259,252.00518045249203
260,99.48755794268664
261,115.88085907470239
262,80.4768841088167
263,108.02346779535888
264,118.48815134211014
265,112.29738797336805
266,121.2420469105518
267,126.18209952101381
268,146.46394279142135
269,177.72374808175687
270,192.67640675281618
271,198.34110029168795
272,193.54928516938898
273,215.43123208746022
274,240.38864256719563
275,253.71653642740657
276,243.51295921675384
277,240.11372131591546
278,
279,
280,100.72500884366337
281,116.41123974291251
282,103.30814253442063
283,117.91141275856569
284,120.57019468671196
285,128.29746531724476
286,133.17691012654748
287,140.25361775180266
288,158.6747043655682
289,180.185939844349
290,181.48266950281678
291,178.576292284279
292,183.8477307551742
293,217.13464692244546
294,225.8813312092037
295,245.27339261372202
296,250.23076466346004
297,250.29446037243056
298,244.0314764238073
299,
300,
301,119.43716388172344
302,106.98567063817916
303,119.76268729540409
304,128.28440199495375
305,134.99111298365287
306,135.60032290107836
307,148.82752572239443
308,161.77258285889044
309,173.72158439377435
310,185.92238614657532
311,205.85014832318987
312,203.0773900378108
313,216.7795674824106
314,222.9799972841831
315,231.930648082533
316,233.65357674648183
317,243.48560796051336
318,240.6196153554497
319,249.36922460794614
320,122.22346377956765
321,123.77846282327428
322,128.37759918458383
323,126.75878645978939
324,131.62141495159327
325,138.9252416640863
326,138.66923033127375
327,151.5382834793858
328,169.1930957226662
329,175.08178440630044
330,180.52942562758582
331,191.39231678499613
332,198.62614513988086
333,202.00943202174025
334,219.21972191222235
335,221.13429194426715
336,230.93783318031052
337,215.9301376584532
338,247.94925174390653
339,
340,125.57353839589486
341,128.38309227519693
342,128.68313219089185
343,130.727848476826
344,133.9323211248713
345,135.22399821805618
346,148.45412566448286
347,154.77184262573755
348,164.01303934894864
349,177.15185406798733
350,179.0139695826553
351,207.85480793444523
352,203.87519631548955
353,203.14776653881273
354,207.86583956085335
355,215.51211986869248
356,215.3370113022476
357,
358,
359,228.21570901574296
360,122.41642992209385
361,133.31759299578684
362,132.68494928524285
363,134.0679992749436
364,143.60324484709855
365,144.44926085919423
366,153.3059879061761
367,155.0233643350053
368,169.04459114466601
369,174.73162607007689
370,179.38645839046563
371,189.25514636437126
372,
373,200.654105026868
374,203.38751631535908
375,212.52682765707567
376,213.38376640119697
377,
378,
379,232.92648438986433
380,130.14485819396018
381,139.31362447565584
382,129.39102699594525
383,142.2081901490995
384,143.1303353039298
385,
386,156.97534731005248
387,169.0965121498335
388,168.95887288052916
389,175.10613530338742
390,182.33868121723938
391,187.7104417971107
392,187.76519170953026
393,201.2886545284728
394,204.87373869567148
395,213.09119742110056
396,216.81036257781412
397,216.1814617260968
398,
399,223.3098223737185
